"created","screenName","text"
2015-06-11 03:15:52,"Rogalandops","Ingen spesielle hendelser i løpet av natten."
2015-06-10 20:27:19,"Rogalandops","Bilen som var forlatt er tauet av taueselskap. Sak opprettet,"
2015-06-10 20:26:37,"Rogalandops","Forut for trafikkuhellet hadde nevnte bil foretatt en forbikjøring av en bil. Dunket da i sidespeilet til bilen som ble forbikjørt."
2015-06-10 20:14:28,"Rogalandops","Politiet er på stedet. Søker etter de to som var i bilen, en mann og en dame. Bilen som kjørte gjennom hekken er ikke meldt stjålet."
2015-06-10 19:47:37,"Rogalandops","2141.Hinna.Trafikkuhell. Melding om en bil som har krasjet kjørt/ gjennom en hekk. To personer har stukket fra bilen.  Politiet på vei"
2015-06-10 17:54:11,"Rogalandops","Rolig kveld i Rogaland pd"
2015-06-10 17:53:50,"Rogalandops","i besittelse av en mindre kniv. Beslaglagt. Sak opprettet."
2015-06-10 17:53:23,"Rogalandops","Stavanger sentrum. Naskeri, besittelse av kniv off. sted. Politiet ble tilkalt i forbindelse med et mindre naskeri. Ved sjekk var mann 29"
2015-06-10 11:36:42,"Rogalandops","Fornærmede ønsket ikke å anmelde forholdet."
2015-06-10 11:36:01,"Rogalandops","13:19 innkom melding om slagsmål mellom flere personer på Fiskepiren. Mann(44) måtte tilses av medisinsk personell for et kutt i pannen."
2015-06-10 11:33:59,"Rogalandops","12:30 i Stavanger ble kvinne (38) anmeldt etter at hun var i besittelse av reseptpliktige tabletter uten å kunne redegjøre rede for disse."
2015-06-10 08:40:11,"Rogalandops","10:40 Rolig start på dagen, ingen hendelser å melde."
2015-06-10 00:48:47,"Rogalandops","Kl 0244 Braut, Klepp. En mann 24 blir anmeldt for å ha kjørt bil uten gyldig førerkort."
2015-06-10 00:45:46,"Rogalandops","Kl 0200 Stavanger sentrum. En mann 27 bortvist fra sentrum etter å ha bråket på et utested."
2015-06-09 23:28:44,"Rogalandops","Kl 0120 Sandnes. En mann 27 anmeldt for å ha kjørt med tilhenger uten å ha førerkort for det."
2015-06-09 15:58:34,"Rogalandops","1750 Motorveien/Madlaveien, buss og personbil kollidert. Ingen melding om personskade, men trafikale problemer. Politiet på vei"
2015-06-09 06:59:52,"Rogalandops","Syklisten blir sendt til sykehus for kontroll. Bilfører får førerkort beslaglagt - ikke overholdt vikeplikt."
2015-06-09 06:19:07,"Rogalandops","Melding om trafikkulykke i Gamle Sokndalsvei i Egersund. Bil og syklist har kollidert. Nødetater på vei. Ukjent skadeomfang."
2015-06-09 04:34:52,"Rogalandops","Resultatløst søk etter gjerningsperson nr 2."
2015-06-09 03:29:32,"Rogalandops","funnet gjemt i samme område som 30-åringen ble funnet. Søk etter gjerningsperson 2 fortsetter."
2015-06-09 03:28:26,"Rogalandops","05:02 ble det utløst alarm på Japan Foto i Søregata. 2 personer observert i området. Kl 05;:24 ble mann (30) pågrepet på Sølvberget.Tyvegods"
2015-06-09 02:58:45,"Rogalandops","Rolig natt i politidistriktet. Kun melding om stjålet sort BMW i Klepp med regnr. BR54729, samt 2 tilfeller av kjøring uten gyldig førerkort"
2015-06-08 20:18:21,"Rogalandops","2130 Tjensvoll - fører av moped stoppet kjørende på en stjålet moped. Han mistenkes i tillegg for kjøring i ruspåvirket tilstand"
2015-06-08 20:16:19,"Rogalandops","2200 Tau Bil kjørte på sykelist. Ambulanse og politiet på stedet."
2015-06-08 19:51:12,"Rogalandops","2150 Ålgård - nødetatene ferdig på stedet og E39 åpnes for normal trafikk."
2015-06-08 18:59:22,"Rogalandops","2100 luftambulansen har landet. MC fører har smerte i nakke-rygg og arm. Trafikken omdirigeres. gjennom industriområdet."
2015-06-08 18:42:33,"Rogalandops","2039 Ålgård - E39 trafikkulykke MC kjørt i trailer. Nødetatene på vei."
2015-06-11 16:28:38,"polititroms","UP har avholdt fartskontroll på Breivikeidet 60 sone.
30 f.f utferdiget. høyeste hastighet 85 km/t"
2015-06-11 14:29:40,"polititroms","UP har avholdt fartskontroll i Tromsø. 11 f.f. for fartsovertredelse og 1 f.f for farlig forbikjøring.Høyeste hastighet 115 km/t i 80 sone."
2015-06-11 07:59:16,"polititroms","I løpet av natten er det stjålet en sort volkswagen Golf - ZH43555.  Bilen har påklistret en Coca Cola reklame. Stålet fra Tromsø"
2015-06-11 06:37:33,"polititroms","Politiet i Tromsø har hatt trafikkontroll v/Sorgenfri barnehage - 30 kontrollerte, ingen reaksjoner :)"
2015-06-10 22:10:25,"polititroms","E6 Slettnes/Storfjord: UP har gjennomført fartskontroll i 80 sone. 12 FF utstedt - høyeste fart 100 km/t."
2015-06-10 13:43:06,"polititroms","UP har beslaglagt førerkortet til en 26 års gammel mann. Forholdet skjedde på E 8 - Lavangsdalen. 116 km/t i 80 sone."
2015-06-09 23:49:10,"polititroms","Tromsø: UP avholdt fartskontroll på FV 53 i Tønsvik i 60-sonen i går kveld. 11 forenklede forelegg ble utstedt. Høyeste fart var 80 km/t."
2015-06-08 11:25:08,"polititroms","Håkøybotn: Hvit gummibåt, Loadstar, funnet, Suzuki påhengsmotor."
2015-06-07 22:15:36,"polititroms","UP har i løpet av kvelden avholdt fartskontroll på E6 i Balsfjord. 20 f.f. Høyeste hastighet 75 km i 60 sone."
2015-06-07 04:30:01,"polititroms","En 35 års gammel mann har erkjent bruk av narkotika. Forholdet skjedde kl. 0255 på Lenangsøyra. Sak er opprettet."
2015-06-07 04:26:48,"polititroms","To personer er pågrepet mistenkt for promillekjøring. En 22 års gammel dame på Laksvatn og en 19 års gammel soldat ble pågrepet på Skiold"
2015-06-07 04:20:49,"polititroms","En 64 års gammel mann vil bli anmeldt etter at han har røykt når han lå i senga hvor etter det har tatt fyr i sengteppet."
2015-06-07 04:18:06,"polititroms","Kl. 0400 ble 2 menn anholdt i Tromsø sentrum etter at de hadde sparket og slått en dame. Det er opprettet sak på episoden."
2015-06-07 04:15:57,"polititroms","I Tromsø sentrum ble en 31 års gammel mann innsatt i arrest og anmeldt for ikke å etterkomme pålegg fra politiet. Forholdet skjedd kl.0200"
2015-06-06 15:43:31,"polititroms","@polititroms Ingen personskader, brannvesenet har kontroll og politiet gjør undersøkelser på stedet."
2015-06-06 15:03:24,"polititroms","MÅLSELV: Brann i anneks i Målselv Fjellandsby. Nødetater på vei."
2015-06-05 19:41:48,"polititroms","TROMSØ:UP hadde fartskontroll på Ringvassøya.Mann i 20 åra ble målt til 133 km/t i 80 sone.Førerkortet beslaglagt og sak opprettes."
